student_id,age,gender,school_type,parent_education,study_hours,attendance_percentage,internet_access,travel_time,extra_activities,study_method,math_score,science_score,english_score,overall_score,final_grade,Final_Decision,Excluded,Catch-up_Sessions
9409,15,male,private,phd,4.2,62.5,yes,30-60 min,no,mixed,42.4,46.6,28.6,49.7,e,Fail,Excluded,Yes
9410,14,female,public,phd,5.4,87.6,yes,15-30 min,yes,online videos,72.7,75.2,69.5,72.9,c,Pass,Not Excluded,No
9411,19,male,public,diploma,0.5,81.7,yes,15-30 min,yes,group study,38.3,22.4,42.4,30.0,f,Fail,Not Excluded,Yes
9412,15,female,private,no formal,2.2,56.2,yes,15-30 min,no,mixed,54.5,46.3,47.2,41.6,e,Fail,Excluded,Yes
9413,18,male,private,phd,1.1,63.0,no,30-60 min,no,group study,17.9,33.7,39.1,41.6,e,Fail,Excluded,Yes
9414,14,female,private,no formal,7.7,59.6,yes,<15 min,yes,textbook,94.2,91.9,75.3,85.6,b,Pass,Excluded,No
9415,17,male,public,no formal,6.5,57.7,yes,>60 min,no,coaching,81.7,90.9,83.7,79.4,c,Pass,Excluded,No
9416,16,male,private,diploma,0.7,82.5,yes,30-60 min,yes,textbook,40.9,57.2,31.8,36.1,f,Fail,Not Excluded,Yes
9417,16,female,private,phd,6.6,93.3,no,15-30 min,yes,textbook,94.9,98.2,90.6,99.9,a,Pass,Not Excluded,No
9418,15,male,public,post graduate,6.7,99.4,yes,15-30 min,no,coaching,97.9,93.8,88.5,90.9,b,Pass,Not Excluded,No
9419,14,female,private,diploma,6.5,60.8,yes,30-60 min,yes,notes,77.2,64.3,73.6,66.8,d,Pass,Excluded,No
9420,16,male,private,diploma,7.1,83.7,yes,<15 min,no,online videos,100.0,100.0,90.9,97.4,a,Pass,Not Excluded,No
9421,16,other,public,no formal,4.0,53.9,yes,>60 min,yes,mixed,70.2,61.9,61.7,61.9,d,Pass,Excluded,No
9422,18,other,public,high school,2.3,62.0,yes,<15 min,yes,coaching,62.2,40.2,40.6,43.5,e,Fail,Excluded,Yes
9423,16,female,public,post graduate,7.0,92.4,yes,>60 min,no,online videos,97.5,100.0,71.6,83.7,c,Pass,Not Excluded,No
9424,15,male,public,diploma,6.8,97.1,yes,<15 min,yes,notes,82.5,98.2,86.2,89.3,b,Pass,Not Excluded,No
9425,15,male,public,phd,2.6,98.5,yes,>60 min,no,online videos,67.1,47.2,60.9,60.2,d,Pass,Not Excluded,No
9426,17,other,private,diploma,4.9,73.2,yes,<15 min,yes,group study,73.3,58.1,63.7,62.4,d,Pass,Excluded,No
9427,16,other,public,phd,4.7,86.8,yes,>60 min,no,group study,75.8,75.6,83.8,72.9,c,Pass,Not Excluded,No
9428,19,other,public,post graduate,4.2,68.5,yes,<15 min,yes,online videos,67.7,65.0,63.6,61.4,d,Pass,Excluded,No
9429,16,female,public,graduate,5.1,85.1,yes,30-60 min,no,group study,50.1,48.8,55.3,65.6,d,Pass,Not Excluded,No
9430,17,female,public,phd,1.1,57.6,yes,<15 min,yes,group study,23.4,22.2,30.3,24.1,f,Fail,Excluded,Yes
9431,14,male,private,phd,3.9,56.1,yes,<15 min,yes,online videos,48.9,67.8,45.7,51.8,e,Fail,Excluded,Yes
9432,15,male,public,high school,2.6,99.2,yes,15-30 min,yes,notes,56.8,75.7,57.5,66.6,d,Pass,Not Excluded,No
9433,19,other,private,high school,0.5,65.6,yes,>60 min,no,notes,40.6,39.2,47.7,31.1,f,Fail,Excluded,Yes
9434,16,female,private,post graduate,4.4,94.9,yes,30-60 min,no,online videos,64.4,55.7,79.8,76.5,c,Pass,Not Excluded,No
9435,16,female,public,no formal,3.2,51.1,yes,<15 min,no,group study,48.4,20.4,37.3,39.3,f,Fail,Excluded,Yes
9436,17,female,private,post graduate,3.7,91.6,yes,15-30 min,no,group study,61.0,61.3,57.3,62.6,d,Pass,Not Excluded,No
9437,14,male,public,diploma,1.3,96.8,yes,<15 min,no,group study,69.0,49.0,66.7,57.7,d,Pass,Not Excluded,Yes
9438,17,other,private,post graduate,4.3,50.8,yes,>60 min,yes,online videos,63.3,54.8,74.2,59.5,d,Pass,Excluded,Yes
9439,16,other,public,no formal,2.5,69.5,yes,>60 min,yes,notes,57.0,50.0,66.2,55.7,d,Pass,Excluded,Yes
9440,14,other,public,graduate,0.5,90.4,yes,>60 min,yes,mixed,42.0,43.8,51.7,42.5,e,Fail,Not Excluded,Yes
9441,16,female,private,graduate,6.4,50.2,yes,<15 min,no,group study,61.0,60.9,70.0,65.7,d,Pass,Excluded,No
9442,16,other,public,no formal,5.2,65.2,no,<15 min,yes,notes,75.4,88.5,58.1,73.3,c,Pass,Excluded,No
9443,15,female,private,graduate,4.5,62.9,yes,<15 min,no,coaching,40.9,37.0,57.4,61.6,d,Pass,Excluded,No
9444,17,female,private,graduate,5.2,56.7,yes,>60 min,yes,textbook,58.5,66.4,67.4,61.7,d,Pass,Excluded,No
9445,18,male,public,diploma,2.9,54.4,yes,30-60 min,yes,online videos,56.8,48.3,46.0,50.6,e,Fail,Excluded,Yes
9446,15,other,public,graduate,1.4,62.4,no,30-60 min,yes,online videos,36.7,41.1,30.1,37.7,f,Fail,Excluded,Yes
9447,19,male,public,high school,3.2,60.0,yes,30-60 min,no,notes,56.4,51.4,45.3,47.6,e,Fail,Excluded,Yes
9448,17,other,public,graduate,6.4,98.7,no,30-60 min,yes,group study,79.7,79.8,75.9,87.7,b,Pass,Not Excluded,No
9449,18,female,public,high school,5.1,51.1,yes,>60 min,yes,coaching,45.2,54.1,37.0,55.3,d,Pass,Excluded,Yes
9450,14,male,public,high school,6.4,56.5,yes,>60 min,no,online videos,70.3,74.7,67.4,69.1,d,Pass,Excluded,No
9451,18,female,private,no formal,7.3,90.4,yes,15-30 min,yes,coaching,86.0,85.5,97.1,92.0,b,Pass,Not Excluded,No
9452,16,male,private,no formal,2.4,88.1,no,15-30 min,yes,notes,67.1,67.6,62.6,61.4,d,Pass,Not Excluded,No
9453,18,female,private,no formal,7.4,73.4,yes,>60 min,no,group study,89.1,100.0,100.0,93.9,b,Pass,Excluded,No
9454,18,male,private,high school,5.5,69.3,yes,15-30 min,yes,textbook,69.7,53.4,76.5,67.7,d,Pass,Excluded,No
9455,15,other,public,post graduate,4.7,67.3,yes,>60 min,yes,notes,50.3,65.0,78.8,74.4,c,Pass,Excluded,No
9456,15,female,public,high school,4.3,98.7,yes,>60 min,yes,online videos,77.0,56.4,89.5,80.3,c,Pass,Not Excluded,No
9457,14,female,private,diploma,4.0,93.4,yes,>60 min,no,online videos,72.3,88.6,54.2,75.4,c,Pass,Not Excluded,No
9458,17,other,public,high school,1.1,63.1,yes,>60 min,no,mixed,12.6,22.7,12.6,30.1,f,Fail,Excluded,Yes
9459,18,female,public,diploma,0.9,73.1,yes,30-60 min,yes,online videos,35.8,52.2,37.4,33.6,f,Fail,Excluded,Yes
9460,16,female,private,high school,3.0,87.3,yes,15-30 min,no,notes,64.0,62.1,79.0,65.3,d,Pass,Not Excluded,No
9461,14,male,private,high school,2.0,91.2,no,<15 min,yes,mixed,37.0,65.9,28.2,45.4,e,Fail,Not Excluded,Yes
9462,15,female,private,no formal,1.1,56.1,yes,<15 min,yes,coaching,47.2,32.7,17.7,34.4,f,Fail,Excluded,Yes
9463,16,other,public,graduate,0.7,97.8,yes,15-30 min,yes,online videos,34.0,31.8,51.3,44.0,e,Fail,Not Excluded,Yes
9464,19,other,public,high school,7.8,91.0,yes,30-60 min,no,notes,100.0,100.0,100.0,100.0,a,Pass,Not Excluded,No
9465,14,female,private,graduate,2.1,75.2,no,>60 min,no,group study,50.6,46.9,53.5,51.7,e,Fail,Not Excluded,Yes
9466,16,male,public,phd,7.9,75.0,no,>60 min,yes,online videos,100.0,92.7,90.7,95.7,a,Pass,Not Excluded,No
9467,17,other,public,diploma,4.6,75.4,yes,<15 min,no,notes,80.3,85.3,65.7,74.7,c,Pass,Not Excluded,No
9468,15,male,private,graduate,1.9,90.8,yes,>60 min,yes,online videos,39.5,66.5,54.0,59.0,d,Pass,Not Excluded,Yes
9469,19,male,private,post graduate,1.6,77.3,no,>60 min,no,group study,42.3,55.2,51.0,52.6,e,Fail,Not Excluded,Yes
9470,19,other,private,diploma,2.0,90.6,yes,15-30 min,yes,group study,36.6,41.7,30.5,45.0,e,Fail,Not Excluded,Yes
9471,16,other,public,no formal,3.2,93.2,yes,<15 min,yes,group study,86.3,59.6,48.4,62.9,d,Pass,Not Excluded,No
9472,18,other,private,post graduate,2.0,85.1,yes,<15 min,no,mixed,64.5,60.4,50.0,54.2,e,Fail,Not Excluded,Yes
9473,18,female,private,graduate,6.7,52.3,yes,<15 min,no,coaching,88.8,91.2,91.3,74.0,c,Pass,Excluded,No
9474,18,other,private,diploma,3.3,72.4,yes,30-60 min,yes,textbook,49.0,71.3,49.0,60.3,d,Pass,Excluded,No
9475,15,other,private,diploma,4.5,62.8,yes,>60 min,no,mixed,61.8,45.7,61.4,59.8,d,Pass,Excluded,Yes
9476,14,male,private,no formal,4.3,52.2,yes,15-30 min,yes,mixed,40.5,57.2,45.5,47.8,e,Fail,Excluded,Yes
9477,16,other,private,graduate,5.4,82.4,yes,<15 min,no,notes,92.5,71.6,65.8,76.7,c,Pass,Not Excluded,No
9478,14,other,public,graduate,8.0,75.6,yes,15-30 min,no,textbook,90.5,84.2,81.9,85.5,b,Pass,Not Excluded,No
9479,15,male,public,graduate,3.8,53.1,yes,<15 min,yes,textbook,56.0,68.1,58.3,58.3,d,Pass,Excluded,Yes
9480,17,other,public,high school,2.9,81.1,yes,30-60 min,yes,mixed,40.1,47.6,49.4,46.6,e,Fail,Not Excluded,Yes
9481,17,female,private,no formal,7.8,59.5,yes,<15 min,yes,mixed,100.0,100.0,90.2,94.8,b,Pass,Excluded,No
9482,15,other,public,graduate,8.0,96.9,yes,15-30 min,no,mixed,100.0,94.6,100.0,97.0,a,Pass,Not Excluded,No
9483,14,female,private,graduate,6.4,84.9,no,30-60 min,no,textbook,85.0,71.7,82.9,88.2,b,Pass,Not Excluded,No
9484,15,male,private,high school,6.5,50.2,yes,>60 min,yes,notes,71.4,72.9,67.9,78.9,c,Pass,Excluded,No
9485,16,male,private,no formal,3.6,93.6,yes,<15 min,yes,group study,80.9,56.3,93.5,74.3,c,Pass,Not Excluded,No
9486,18,female,public,diploma,4.5,53.3,yes,15-30 min,no,group study,56.3,60.9,57.2,56.7,d,Pass,Excluded,Yes
9487,16,other,private,no formal,3.1,50.6,yes,15-30 min,yes,mixed,30.1,32.2,27.4,36.7,f,Fail,Excluded,Yes
9488,15,other,public,high school,5.1,69.8,no,<15 min,no,mixed,72.9,67.4,84.2,70.7,c,Pass,Excluded,No
9489,17,male,private,graduate,6.7,57.8,yes,<15 min,no,group study,84.9,74.7,61.1,77.5,c,Pass,Excluded,No
9490,14,other,public,high school,3.3,90.9,yes,15-30 min,yes,group study,56.1,64.8,58.8,56.0,d,Pass,Not Excluded,Yes
9491,15,female,public,diploma,4.5,97.2,yes,>60 min,yes,group study,76.6,74.7,52.7,70.0,d,Pass,Not Excluded,No
9492,14,female,private,post graduate,6.3,89.2,yes,15-30 min,yes,online videos,84.4,61.5,71.0,93.2,b,Pass,Not Excluded,No
9493,17,male,public,high school,2.1,68.4,yes,15-30 min,no,mixed,59.7,21.3,38.6,44.9,e,Fail,Excluded,Yes
9494,16,female,private,high school,5.1,64.6,yes,15-30 min,yes,group study,56.2,74.9,50.3,64.6,d,Pass,Excluded,No
9495,17,female,public,high school,6.3,67.1,no,>60 min,yes,mixed,88.4,85.6,100.0,82.8,c,Pass,Excluded,No
9496,17,other,public,diploma,0.9,54.3,yes,<15 min,no,mixed,30.4,29.5,25.7,31.6,f,Fail,Excluded,Yes
9497,16,female,public,graduate,2.4,95.2,no,>60 min,yes,mixed,43.2,52.9,48.3,52.6,e,Fail,Not Excluded,Yes
9498,19,female,public,no formal,0.7,62.2,yes,<15 min,yes,online videos,29.3,34.3,32.0,32.9,f,Fail,Excluded,Yes
9499,19,female,private,diploma,0.5,62.5,yes,>60 min,yes,online videos,43.8,26.7,26.6,26.3,f,Fail,Excluded,Yes
9500,14,female,private,post graduate,4.1,85.8,yes,>60 min,yes,textbook,63.1,80.0,73.5,72.8,c,Pass,Not Excluded,No
9501,19,female,public,phd,5.8,80.9,yes,<15 min,yes,online videos,70.6,69.5,88.4,80.2,c,Pass,Not Excluded,No
9502,15,male,public,graduate,3.4,97.9,yes,>60 min,yes,online videos,48.1,53.4,66.5,56.8,d,Pass,Not Excluded,Yes
9503,15,other,private,graduate,5.2,99.1,yes,<15 min,no,coaching,86.9,76.3,75.4,77.0,c,Pass,Not Excluded,No
9504,17,male,private,post graduate,1.9,70.9,yes,15-30 min,no,textbook,49.8,49.6,50.6,47.9,e,Fail,Excluded,Yes
9505,14,other,public,post graduate,6.8,96.0,yes,15-30 min,yes,textbook,85.3,87.4,100.0,89.3,b,Pass,Not Excluded,No
9506,16,other,public,graduate,3.2,97.8,yes,15-30 min,no,textbook,56.2,57.3,57.0,59.1,d,Pass,Not Excluded,Yes
9507,15,other,public,graduate,5.8,92.8,yes,30-60 min,no,online videos,85.1,94.7,85.4,89.5,b,Pass,Not Excluded,No
9508,16,male,private,phd,1.5,96.6,yes,30-60 min,no,group study,58.3,70.5,54.6,60.2,d,Pass,Not Excluded,No
9509,18,male,private,post graduate,6.6,80.0,no,>60 min,yes,coaching,65.1,78.2,67.2,75.8,c,Pass,Not Excluded,No
9510,19,male,public,high school,4.4,55.7,yes,30-60 min,yes,group study,36.0,37.0,53.1,49.7,e,Fail,Excluded,Yes
9511,15,female,public,diploma,7.8,93.0,yes,15-30 min,yes,mixed,95.1,88.4,100.0,92.8,b,Pass,Not Excluded,No
9512,17,other,private,post graduate,3.5,65.4,no,30-60 min,yes,group study,40.1,29.9,42.4,46.3,e,Fail,Excluded,Yes
9513,16,other,public,graduate,7.0,96.3,no,15-30 min,no,notes,91.5,93.2,93.6,87.3,b,Pass,Not Excluded,No
9514,16,other,public,diploma,3.6,76.0,yes,>60 min,no,coaching,51.1,47.0,59.8,49.5,e,Fail,Not Excluded,Yes
9515,17,other,public,graduate,1.3,74.5,no,30-60 min,no,coaching,47.0,45.4,49.5,35.3,f,Fail,Excluded,Yes
9516,19,male,public,diploma,5.7,91.6,yes,15-30 min,no,online videos,79.8,81.4,86.4,78.2,c,Pass,Not Excluded,No
9517,16,other,public,post graduate,1.9,69.4,yes,30-60 min,no,coaching,48.1,46.8,45.7,42.2,e,Fail,Excluded,Yes
9518,14,male,private,post graduate,6.5,55.3,yes,30-60 min,no,textbook,63.5,56.1,64.4,69.1,d,Pass,Excluded,No
9519,19,other,public,phd,3.0,89.2,yes,15-30 min,yes,textbook,38.6,46.0,48.3,55.5,d,Pass,Not Excluded,Yes
9520,19,other,private,phd,6.2,64.5,yes,30-60 min,no,online videos,63.9,63.9,68.5,66.5,d,Pass,Excluded,No
9521,15,other,private,post graduate,4.1,92.3,yes,15-30 min,yes,mixed,72.8,73.1,82.8,78.1,c,Pass,Not Excluded,No
9522,17,female,private,post graduate,4.5,95.8,yes,15-30 min,no,notes,56.9,63.6,49.9,66.7,d,Pass,Not Excluded,No
9523,19,female,private,post graduate,6.0,69.6,yes,>60 min,yes,online videos,78.7,60.2,77.6,70.3,c,Pass,Excluded,No
9524,17,female,private,high school,5.5,83.5,yes,<15 min,no,textbook,69.4,78.1,61.4,72.7,c,Pass,Not Excluded,No
9525,16,female,private,phd,5.5,50.9,yes,15-30 min,no,coaching,74.7,69.4,79.8,71.3,c,Pass,Excluded,No
9526,19,female,private,graduate,5.4,89.7,yes,<15 min,no,online videos,66.9,88.4,76.6,78.4,c,Pass,Not Excluded,No
9527,18,female,public,phd,4.9,73.0,no,<15 min,no,group study,67.1,50.8,69.6,65.2,d,Pass,Excluded,No
9528,17,male,private,high school,6.6,63.2,yes,15-30 min,no,mixed,83.9,88.9,83.0,74.3,c,Pass,Excluded,No
9529,14,female,private,high school,2.8,93.8,yes,<15 min,no,mixed,80.1,58.9,65.1,60.2,d,Pass,Not Excluded,No
9530,16,other,public,graduate,1.9,70.5,yes,<15 min,yes,coaching,21.6,27.0,29.9,35.5,f,Fail,Excluded,Yes
9531,18,other,public,graduate,6.0,91.2,yes,>60 min,no,online videos,95.8,90.2,100.0,92.9,b,Pass,Not Excluded,No
9532,15,male,private,diploma,4.5,71.0,yes,>60 min,yes,textbook,48.2,53.8,60.3,62.4,d,Pass,Excluded,No
9533,17,male,public,high school,7.3,97.5,no,15-30 min,no,mixed,82.2,91.8,86.9,94.5,b,Pass,Not Excluded,No
9534,17,female,public,high school,7.7,83.5,yes,15-30 min,yes,notes,100.0,100.0,100.0,97.9,a,Pass,Not Excluded,No
9535,14,other,private,post graduate,7.0,83.4,yes,30-60 min,no,online videos,88.2,80.8,76.3,84.1,c,Pass,Not Excluded,No
9536,17,male,public,no formal,4.6,56.2,yes,<15 min,yes,textbook,69.0,62.5,48.5,61.4,d,Pass,Excluded,No
9537,18,male,public,no formal,6.2,87.4,yes,15-30 min,yes,notes,88.8,86.3,83.7,90.2,b,Pass,Not Excluded,No
9538,15,male,private,phd,3.0,76.0,yes,>60 min,yes,online videos,70.9,56.7,59.1,59.1,d,Pass,Not Excluded,Yes
9539,17,male,public,phd,0.6,85.9,yes,<15 min,yes,mixed,46.6,34.9,32.0,39.0,f,Fail,Not Excluded,Yes
9540,18,male,public,no formal,6.4,93.4,yes,>60 min,yes,mixed,85.0,73.2,82.6,85.8,b,Pass,Not Excluded,No
9541,14,other,public,no formal,6.4,85.2,yes,>60 min,no,group study,94.2,100.0,65.1,87.1,b,Pass,Not Excluded,No
9542,17,other,public,high school,0.6,75.0,yes,15-30 min,no,textbook,36.4,43.3,52.6,39.9,f,Fail,Not Excluded,Yes
9543,15,female,public,graduate,7.0,92.6,yes,30-60 min,no,online videos,99.5,100.0,89.4,88.6,b,Pass,Not Excluded,No
9544,16,male,public,high school,7.1,86.9,no,30-60 min,no,group study,86.8,90.6,76.4,84.2,c,Pass,Not Excluded,No
9545,17,other,private,phd,2.9,88.2,yes,<15 min,no,mixed,59.1,43.7,74.7,61.5,d,Pass,Not Excluded,No
9546,14,male,private,diploma,0.6,95.6,yes,30-60 min,yes,textbook,29.2,40.1,22.2,36.4,f,Fail,Not Excluded,Yes
9547,14,male,public,graduate,7.1,56.9,yes,>60 min,yes,notes,74.8,76.7,67.2,76.9,c,Pass,Excluded,No
9548,16,male,private,high school,1.0,75.0,yes,15-30 min,no,textbook,35.2,29.6,26.9,32.1,f,Fail,Not Excluded,Yes
9549,19,female,public,high school,2.2,56.2,yes,>60 min,yes,notes,39.2,36.0,32.1,39.2,f,Fail,Excluded,Yes
9550,14,other,public,post graduate,4.6,87.5,yes,30-60 min,no,online videos,81.1,87.1,69.2,74.0,c,Pass,Not Excluded,No
9551,18,female,public,graduate,6.6,71.6,yes,<15 min,no,notes,77.1,69.0,86.3,80.3,c,Pass,Excluded,No
9552,14,female,public,high school,6.4,86.0,yes,>60 min,yes,coaching,83.7,75.5,87.5,78.3,c,Pass,Not Excluded,No
9553,16,female,private,diploma,5.6,56.1,yes,15-30 min,yes,mixed,34.6,63.1,68.5,58.3,d,Pass,Excluded,Yes
9554,16,other,public,high school,6.7,81.0,yes,15-30 min,yes,online videos,78.5,74.7,95.1,81.2,c,Pass,Not Excluded,No
9555,16,other,public,diploma,5.6,55.6,yes,<15 min,yes,notes,57.8,63.0,53.9,61.2,d,Pass,Excluded,No
9556,14,female,public,high school,5.3,67.7,yes,15-30 min,no,online videos,54.6,85.4,78.8,74.5,c,Pass,Excluded,No
9557,18,female,public,phd,1.8,76.8,no,15-30 min,yes,online videos,50.6,47.0,33.6,40.8,e,Fail,Not Excluded,Yes
9558,15,female,public,high school,3.8,84.6,yes,30-60 min,yes,mixed,61.1,42.1,53.9,61.4,d,Pass,Not Excluded,No
9559,18,other,private,diploma,3.9,75.1,yes,30-60 min,no,textbook,63.9,51.4,44.0,59.1,d,Pass,Not Excluded,Yes
9560,17,female,public,graduate,0.6,86.5,yes,>60 min,yes,textbook,39.4,34.6,58.9,43.5,e,Fail,Not Excluded,Yes
9561,17,other,public,no formal,3.5,58.7,yes,15-30 min,yes,online videos,59.3,57.6,64.0,51.3,e,Fail,Excluded,Yes
9562,15,male,private,high school,2.2,82.1,yes,>60 min,yes,online videos,45.4,39.4,67.4,44.4,e,Fail,Not Excluded,Yes
9563,17,other,public,phd,1.2,69.3,yes,30-60 min,no,mixed,37.1,31.3,39.1,30.9,f,Fail,Excluded,Yes
9564,19,other,private,post graduate,4.6,57.7,yes,30-60 min,yes,coaching,57.6,50.5,60.7,56.1,d,Pass,Excluded,Yes
9565,19,other,public,high school,2.3,92.7,yes,30-60 min,yes,coaching,58.9,52.6,49.5,54.1,e,Fail,Not Excluded,Yes
9566,19,other,public,diploma,1.9,98.8,yes,30-60 min,no,coaching,53.0,69.9,63.6,52.0,e,Fail,Not Excluded,Yes
9567,15,female,private,phd,6.4,62.0,yes,<15 min,yes,textbook,81.6,100.0,82.1,77.7,c,Pass,Excluded,No
9568,17,male,public,high school,6.6,57.9,yes,30-60 min,no,notes,81.1,83.0,67.7,80.3,c,Pass,Excluded,No
9569,16,female,public,high school,5.5,88.2,yes,15-30 min,no,mixed,68.7,74.2,85.5,84.3,c,Pass,Not Excluded,No
9570,19,female,public,high school,1.9,99.5,yes,<15 min,yes,textbook,38.4,55.2,39.6,52.9,e,Fail,Not Excluded,Yes
9571,19,male,private,graduate,5.2,70.9,yes,15-30 min,yes,notes,64.1,84.4,72.8,69.1,d,Pass,Excluded,No
9572,19,male,public,graduate,5.8,89.5,yes,>60 min,yes,group study,100.0,93.8,100.0,91.3,b,Pass,Not Excluded,No
9573,14,male,private,graduate,2.2,57.4,yes,<15 min,yes,mixed,42.9,26.3,39.8,43.0,e,Fail,Excluded,Yes
9574,15,female,public,diploma,1.5,61.4,yes,<15 min,no,textbook,25.2,36.9,31.2,38.6,f,Fail,Excluded,Yes
9575,18,male,private,high school,3.8,57.0,yes,15-30 min,no,textbook,51.9,41.6,74.4,54.8,e,Fail,Excluded,Yes
9576,18,other,private,graduate,3.7,83.3,yes,<15 min,no,online videos,49.6,44.5,57.0,54.0,e,Fail,Not Excluded,Yes
9577,16,male,private,post graduate,1.6,79.4,yes,<15 min,yes,coaching,34.4,35.3,42.6,36.6,f,Fail,Not Excluded,Yes
9578,14,other,private,post graduate,1.9,83.1,yes,<15 min,no,textbook,51.2,35.5,47.6,44.0,e,Fail,Not Excluded,Yes
9579,14,other,private,post graduate,4.2,58.4,no,>60 min,yes,group study,68.8,68.4,73.7,63.6,d,Pass,Excluded,No
9580,18,female,public,no formal,4.5,54.1,yes,30-60 min,yes,online videos,67.2,66.4,64.3,56.8,d,Pass,Excluded,Yes
9581,16,female,public,diploma,4.5,76.7,yes,<15 min,yes,coaching,67.6,57.4,68.2,70.2,c,Pass,Not Excluded,No
9582,16,other,public,diploma,7.9,76.5,yes,15-30 min,no,online videos,91.1,96.9,70.9,87.2,b,Pass,Not Excluded,No
9583,18,male,public,phd,0.8,71.1,no,30-60 min,no,mixed,44.5,43.1,29.1,34.6,f,Fail,Excluded,Yes
9584,14,other,private,diploma,6.4,84.1,yes,15-30 min,no,mixed,90.5,92.0,92.3,91.2,b,Pass,Not Excluded,No
9585,18,female,public,high school,3.1,70.9,yes,15-30 min,yes,group study,42.6,65.7,73.5,62.5,d,Pass,Excluded,No
9586,15,male,private,high school,6.1,92.8,yes,<15 min,yes,mixed,73.4,82.7,92.4,76.6,c,Pass,Not Excluded,No
9587,19,other,private,high school,6.0,88.9,yes,15-30 min,no,mixed,97.8,90.7,78.1,80.3,c,Pass,Not Excluded,No
9588,19,female,public,diploma,5.1,66.8,yes,>60 min,no,mixed,66.7,46.9,83.2,63.7,d,Pass,Excluded,No
9589,17,male,public,high school,5.2,94.7,yes,<15 min,no,coaching,78.6,87.2,83.6,78.1,c,Pass,Not Excluded,No
9590,15,female,private,graduate,5.5,74.6,yes,>60 min,yes,textbook,73.0,90.2,81.7,79.0,c,Pass,Excluded,No
9591,15,female,public,high school,6.1,73.2,yes,<15 min,no,textbook,64.2,71.4,72.3,69.1,d,Pass,Excluded,No
9592,15,other,public,graduate,1.5,86.0,no,15-30 min,yes,coaching,56.4,63.6,63.2,55.1,d,Pass,Not Excluded,Yes
9593,19,female,public,graduate,3.2,97.8,yes,30-60 min,yes,mixed,79.9,52.0,73.0,71.8,c,Pass,Not Excluded,No
9594,15,other,private,post graduate,6.8,51.7,yes,>60 min,yes,group study,52.0,75.1,67.5,66.5,d,Pass,Excluded,No
9595,16,other,public,phd,4.6,58.8,yes,30-60 min,yes,online videos,46.6,45.1,67.0,57.1,d,Pass,Excluded,Yes
9596,16,male,public,no formal,1.5,90.3,yes,15-30 min,no,notes,51.3,58.2,60.3,48.3,e,Fail,Not Excluded,Yes
9597,18,female,public,no formal,7.7,72.1,yes,30-60 min,no,textbook,92.7,100.0,92.6,91.9,b,Pass,Excluded,No
9598,19,male,private,diploma,7.9,92.9,yes,30-60 min,yes,group study,81.3,100.0,99.8,100.0,a,Pass,Not Excluded,No
9599,17,female,private,graduate,4.3,67.6,yes,<15 min,no,group study,57.5,77.3,53.8,61.5,d,Pass,Excluded,No
9600,18,male,public,post graduate,4.5,98.8,yes,<15 min,no,online videos,94.5,79.2,78.4,81.5,c,Pass,Not Excluded,No
9601,17,female,public,high school,2.7,60.8,yes,15-30 min,no,notes,54.3,66.1,66.8,54.8,e,Fail,Excluded,Yes
9602,16,male,private,diploma,4.4,97.4,yes,>60 min,yes,notes,63.3,70.0,73.2,72.2,c,Pass,Not Excluded,No
9603,14,female,public,graduate,7.8,89.5,yes,>60 min,yes,coaching,98.0,100.0,100.0,99.6,a,Pass,Not Excluded,No
9604,15,female,private,graduate,2.4,98.7,yes,15-30 min,no,online videos,78.8,71.0,59.6,66.0,d,Pass,Not Excluded,No
9605,16,other,public,graduate,2.8,58.1,yes,15-30 min,no,group study,56.7,27.6,54.8,51.5,e,Fail,Excluded,Yes
9606,14,other,private,graduate,7.2,67.7,no,30-60 min,yes,online videos,72.4,88.3,86.1,79.9,c,Pass,Excluded,No
9607,15,female,private,no formal,3.4,59.9,yes,<15 min,no,notes,46.8,26.6,59.0,41.9,e,Fail,Excluded,Yes
9608,16,female,private,diploma,7.8,91.5,yes,30-60 min,yes,textbook,96.6,100.0,81.1,100.0,a,Pass,Not Excluded,No
9609,16,other,private,graduate,3.1,63.4,yes,30-60 min,yes,mixed,36.2,56.7,58.7,48.4,e,Fail,Excluded,Yes
9610,18,other,public,no formal,0.5,76.3,yes,>60 min,no,mixed,34.5,23.7,26.5,24.9,f,Fail,Not Excluded,Yes
9611,19,male,private,phd,7.7,59.7,yes,>60 min,no,group study,80.7,93.5,76.8,75.8,c,Pass,Excluded,No
9612,18,female,private,graduate,2.3,85.4,yes,15-30 min,yes,mixed,51.6,63.1,41.9,60.7,d,Pass,Not Excluded,No
9613,14,other,private,post graduate,5.7,87.2,yes,>60 min,no,group study,81.4,63.4,57.9,72.3,c,Pass,Not Excluded,No
9614,16,male,public,graduate,0.9,55.8,yes,30-60 min,yes,textbook,13.6,38.7,41.4,35.9,f,Fail,Excluded,Yes
9615,18,male,private,phd,6.1,84.3,no,15-30 min,no,group study,87.1,100.0,100.0,87.3,b,Pass,Not Excluded,No
9616,17,other,private,no formal,2.2,58.3,yes,30-60 min,no,mixed,64.0,47.0,44.8,42.2,e,Fail,Excluded,Yes
9617,16,other,private,phd,6.5,97.7,yes,<15 min,no,textbook,100.0,78.0,100.0,97.1,a,Pass,Not Excluded,No
